OrderNumber,Sales Channel,OrderDate,DeliveryDate,DeliveryTime,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Unit Price,Unit Cost,Revenue,Gross Margin
SO - 0007784,Distributor,2020-11-23,2020-11-26,3,20,38,36,40,2,1112.2,589.466,2224.4,1045.468
SO - 0007785,In-Store,2020-11-23,2020-11-30,7,5,27,38,17,5,1139.0,672.01,5695.0,2334.95
SO - 0007786,Online,2020-11-23,2020-12-04,11,14,43,265,4,3,1755.4,1456.982,5266.[phone],895.[phone]
SO - 0007787,Online,2020-11-23,2020-12-30,37,13,34,55,26,6,1005.0,432.15,6030.0,3437.[phone]
SO - 0007788,Distributor,2020-11-23,2020-12-03,10,23,42,166,41,5,1922.9,999.[phone],9614.5,4614.[phone]
SO - 0007789,Online,2020-11-23,2020-12-19,26,12,31,170,30,8,180.9,135.675,1447.2,361.[phone]
SO - 0007790,In-Store,2020-11-23,2020-12-18,25,6,44,225,17,8,763.[phone],389.[phone],6110.[phone],2994.096
SO - 0007791,In-Store,2020-11-23,2020-12-15,22,1,48,296,31,6,1165.8,629.532,6994.[phone],3217.[phone]
SO - 0007792,In-Store,2020-11-24,2020-12-13,19,5,7,269,45,4,757.1,416.[phone],3028.4,1362.78
SO - 0007793,In-Store,2020-11-24,2020-12-21,27,9,27,48,16,6,1822.4,1184.[phone],10934.[phone],3827.[phone]
SO - 0007794,Wholesale,2020-11-24,2020-12-19,25,28,48,122,29,2,1165.8,582.9,2331.6,1165.8
SO - 0007795,Online,2020-11-24,2020-12-22,28,15,24,264,43,6,1105.5,840.[phone],6633.0,1591.92
SO - 0007796,In-Store,2020-11-24,2020-12-24,30,11,27,9,17,8,1782.2,1497.048,14257.6,2281.[phone]
SO - 0007797,Distributor,2020-11-24,2020-12-22,28,21,36,150,45,8,2894.4,2026.08,23155.2,6946.[phone]
SO - 0007798,Online,2020-11-24,2020-12-06,12,19,31,107,27,1,1085.4,510.[phone],1085.4,575.[phone]
SO - 0007799,Distributor,2020-11-24,2020-12-06,12,21,13,263,1,3,1112.2,633.954,3336.[phone],1434.[phone]
SO - 0007800,In-Store,2020-11-24,2020-12-20,26,6,16,243,22,7,891.1,454.461,6237.7,3056.473
SO - 0007801,In-Store,2020-11-24,2020-12-28,34,10,18,314,30,1,2673.3,1256.451,2673.3,1416.[phone]
SO - 0007802,Wholesale,2020-11-24,2020-12-10,16,28,2,46,32,6,1963.[phone],1668.635,11778.6,1766.[phone]
SO - 0007803,Distributor,2020-11-25,2020-12-03,8,24,9,350,17,7,897.[phone],421.966,6284.6,3330.838
SO - 0007804,In-Store,2020-11-25,2020-12-11,16,1,3,365,33,1,1782.2,962.388,1782.2,819.812
SO - 0007805,Online,2020-11-25,2020-12-22,27,19,37,363,24,2,3999.9,3239.[phone],7999.8,1519.[phone]
SO - 0007806,Online,2020-11-25,2020-12-28,33,19,10,214,37,4,1125.[phone],562.[phone],4502.[phone],2251.[phone]
SO - 0007807,Wholesale,2020-11-25,2020-12-18,23,25,1,88,11,4,1815.7,1034.[phone],7262.8,3123.[phone]
SO - 0007808,Distributor,2020-11-25,2020-12-21,26,22,41,145,32,2,1701.8,748.792,3403.6,1906.[phone]
SO - 0007809,Distributor,2020-11-25,2020-12-01,6,25,42,92,41,5,5373.[phone],3062.838,26867.[phone],10571.54475
SO - 0007810,Wholesale,2020-11-25,2020-12-19,24,28,50,247,43,6,6137.2,3498.[phone],31463.2,10571.54475
SO - 0007811,Online,2020-11-25,2020-12-14,19,13,30,230,19,8,2418.[phone],1330.[phone],19349.[phone],8707.32
SO - 0007812,Wholesale,2020-11-26,2020-12-17,21,26,23,196,37,1,1038.5,550.405,1038.5,488.095
SO - 0007813,In-Store,2020-11-26,2020-11-29,3,9,6,69,47,7,5855.8,3948.[phone],31463.2,6558.[phone]
SO - 0007814,In-Store,2020-11-26,2020-12-06,10,11,43,15,17,8,6338.2,3948.[phone],31463.2,10571.54475
SO - 0007815,In-Store,2020-11-26,2020-12-12,16,11,11,82,36,2,180.9,126.63,361.8,108.[phone]
SO - 0007816,Distributor,2020-11-26,2020-12-19,23,24,15,327,37,4,2398.6,1439.[phone],9594.4,3837.76
SO - 0007817,Online,2020-11-26,2020-12-05,9,17,31,341,45,1,174.[phone],89.311,247.9,90.[phone]
SO - 0007818,Online,2020-11-26,2020-12-04,8,16,21,230,47,8,1085.4,434.[phone],8683.2,5209.92
SO - 0007819,In-Store,2020-11-27,2021-01-01,35,3,23,103,24,2,1112.2,912.004,2224.4,400.[phone]
SO - 0007820,Online,2020-11-28,2020-12-27,29,13,4,190,35,7,837.5,544.375,5862.5,2051.875
SO - 0007821,Wholesale,2020-11-28,2020-12-29,31,26,16,321,35,2,2371.8,1399.362,4743.6,1944.[phone]
SO - 0007822,Online,2020-11-28,2020-12-09,11,13,34,198,43,2,241.[phone],183.312,482.[phone],115.[phone]
SO - 0007823,Distributor,2020-11-28,2021-01-04,37,24,48,193,13,5,221.1,114.972,1105.5,530.64
SO - 0007824,Wholesale,2020-11-28,2020-12-30,32,25,48,24,16,8,221.1,156.981,1768.8,512.952
SO - 0007825,Online,2020-11-28,2020-12-10,12,16,31,239,33,2,2519.[phone],1964.[phone],5038.[phone],1108.[phone]
SO - 0007826,Wholesale,2020-11-28,2020-12-17,19,27,5,80,7,5,1118.9,704.907,5594.5,2069.[phone]
SO - 0007827,Online,2020-11-28,2020-12-10,12,15,42,266,31,8,167.5,107.2,1340.0,482.4
SO - 0007828,Distributor,2020-11-29,2020-12-27,28,22,3,11,11,5,3470.6,2845.892,17353.0,3123.[phone]
SO - 0007829,Online,2020-11-29,2020-12-17,18,16,16,117,5,1,2479.0,1437.82,2479.0,1041.18
SO - 0007830,In-Store,2020-11-29,2021-01-01,33,11,14,291,39,6,6458.8,3164.812,31463.2,10571.54475
SO - 0007831,In-Store,2020-11-29,2020-12-21,22,10,49,194,3,8,214.4,126.496,1715.2,703.[phone]
SO - 0007832,In-Store,2020-11-29,2020-12-28,29,11,2,105,38,6,1266.3,848.421,7597.[phone],2507.[phone]
SO - 0007833,Distributor,2020-11-29,2020-12-14,15,23,25,299,7,2,207.[phone],124.62,415.[phone],166.[phone]
SO - 0007834,Online,2020-11-29,2020-12-25,26,16,28,277,25,3,3899.4,1637.748,11698.2,6784.956
SO - 0007835,In-Store,2020-11-29,2020-12-26,27,4,39,195,32,8,2619.[phone],1231.259,20957.[phone],10571.54475
SO - 0007836,In-Store,2020-11-29,2020-12-21,22,9,48,310,6,6,1829.[phone],1371.825,10974.6,2743.[phone]
SO - 0007837,In-Store,2020-11-29,2021-01-01,33,11,4,246,1,7,2546.0,1171.16,17822.0,9623.88
SO - 0007838,Wholesale,2020-11-29,2020-12-18,19,28,9,306,36,8,750.4,495.264,6003.2,2041.[phone]
SO - 0007839,Online,2020-11-30,2020-12-18,18,19,7,228,33,2,3959.[phone],1702.671,7919.[phone],4514.[phone]
SO - 0007840,In-Store,2020-11-30,2020-12-11,11,9,21,320,4,8,2345.0,1876.0,18760.0,3752.0
SO - 0007841,Distributor,2020-11-30,2020-12-10,10,25,10,350,13,3,1273.0,789.26,3819.0,1451.[phone]
SO - 0007842,In-Store,2020-11-30,2020-12-25,25,11,23,48,42,5,1072.0,825.44,5360.0,1232.[phone]
SO - 0007843,In-Store,2020-11-30,2020-12-30,30,9,32,197,44,1,978.2,743.432,978.2,234.[phone]
SO - 0007844,In-Store,2020-11-30,2020-12-13,13,8,3,350,43,1,2432.1,1751.[phone],2432.1,680.988
SO - 0007845,In-Store,2020-11-30,2020-12-18,18,9,6,175,25,8,3283.0,1936.[phone],26264.0,10571.54475
SO - 0007846,In-Store,2020-11-30,2020-12-26,26,4,19,192,6,1,187.6,89.311,247.9,110.684
SO - 0007847,Wholesale,2020-11-30,2020-12-17,17,27,49,262,21,6,1058.[phone],582.[phone],6351.6,2858.[phone]
SO - 0007848,Distributor,2020-11-30,2020-12-30,30,20,2,221,41,5,1909.5,1279.365,9547.5,3150.675
SO - 0007849,In-Store,2020-12-01,2020-12-22,21,4,19,91,15,8,3832.4,1877.876,30659.2,10571.54475
SO - 0007850,Online,2020-12-01,2020-12-29,28,16,12,111,44,3,2304.8,1405.928,6914.[phone],2696.616
SO - 0007851,In-Store,2020-12-01,2021-01-01,31,3,36,127,33,6,1025.[phone],799.[phone],6150.6,1353.[phone]
SO - 0007852,In-Store,2020-12-01,2020-12-10,9,5,3,14,11,1,1956.4,1604.248,1956.4,352.[phone]
SO - 0007853,Online,2020-12-02,2020-12-18,16,13,49,64,11,3,1018.4,448.096,3055.2,1710.[phone]
SO - 0007854,Wholesale,2020-12-02,2020-12-26,24,27,41,21,28,1,3115.5,1900.455,3115.5,1215.045
SO - 0007855,In-Store,2020-12-02,2020-12-20,18,8,9,268,35,4,958.1,421.564,3832.4,2146.[phone]
SO - 0007856,In-Store,2020-12-02,2020-12-13,11,4,21,73,17,7,904.5,660.285,6331.5,1709.505
SO - 0007857,Online,2020-12-02,2020-12-18,16,15,2,7,17,4,2257.9,1106.371,9031.6,4606.116
SO - 0007858,Wholesale,2020-12-02,2020-12-15,13,27,26,301,46,8,1172.5,867.65,9380.0,2438.8
SO - 0007859,Online,2020-12-02,2020-12-15,13,17,34,304,34,2,3979.8,2865.456,7959.6,2228.688
SO - 0007860,In-Store,2020-12-02,2020-12-21,19,4,21,366,15,3,1139.0,854.25,3417.0,854.25
SO - 0007861,Online,2020-12-02,2020-12-09,7,18,33,217,39,5,2532.6,1747.494,12663.0,3925.[phone]
SO - 0007862,Online,2020-12-02,2020-12-12,10,14,46,166,30,8,804.0,329.64,6432.0,3794.88
SO - 0007863,Distributor,2020-12-02,2020-12-31,29,24,50,41,35,7,1902.8,1065.568,13319.6,5860.[phone]
SO - 0007864,In-Store,2020-12-02,2020-12-29,27,3,5,310,25,2,3571.1,2464.[phone],7142.2,2214.[phone]
SO - 0007865,Wholesale,2020-12-03,2020-12-13,10,26,45,81,38,5,2894.4,2373.408,14472.0,2604.[phone]
SO - 0007866,Online,2020-12-03,2021-01-07,35,14,29,110,10,6,3993.[phone],3114.[phone],23959.2,5271.[phone]
SO - 0007867,Online,2020-12-03,2020-12-19,16,13,3,228,34,3,1768.8,884.4,5306.4,2653.2
SO - 0007868,Distributor,2020-12-03,2020-12-30,27,21,50,153,30,5,850.9,433.959,4254.5,2084.705
SO - 0007869,Distributor,2020-12-03,2020-12-22,19,24,11,162,26,2,3604.6,2379.036,7209.2,2451.[phone]
SO - 0007870,In-Store,2020-12-04,2021-01-01,28,7,50,23,44,3,180.9,123.[phone],542.7,173.664
SO - 0007871,Wholesale,2020-12-04,2020-12-31,27,25,46,114,38,6,1058.[phone],846.[phone],6351.6,1270.[phone]
SO - 0007872,Online,2020-12-04,2020-12-25,21,19,16,246,39,2,5922.8,3849.82,11845.6,4145.96
SO - 0007873,Online,2020-12-05,2020-12-23,18,17,48,351,42,8,3906.1,1718.684,31248.8,10571.54475
SO - 0007874,Distributor,2020-12-05,2020-12-17,12,21,48,347,23,8,1795.[phone],718.[phone],14364.[phone],8618.[phone]
SO - 0007875,In-Store,2020-12-05,2020-12-23,18,12,43,228,38,1,1956.4,939.072,1956.4,1017.[phone]
SO - 0007876,In-Store,2020-12-05,2020-12-22,17,7,19,37,10,5,2613.0,1620.06,13065.0,4964.[phone]
SO - 0007877,Distributor,2020-12-05,2020-12-24,19,24,11,306,36,5,2499.1,999.64,12495.5,7497.3
SO - 0007878,Online,2020-12-05,2020-12-27,22,15,45,21,47,5,5353.3,3211.98,26766.5,10571.54475
SO - 0007879,Distributor,2020-12-05,2020-12-11,6,24,50,111,47,5,3999.9,2759.931,19999.5,6199.[phone]
SO - 0007880,Wholesale,2020-12-05,2021-01-06,32,27,13,97,26,2,3999.9,1839.[phone],7999.8,4319.892
SO - 0007881,Distributor,2020-12-05,2020-12-28,23,23,48,355,9,6,194.3,104.[phone],1165.[phone],536.[phone]
SO - 0007882,Online,2020-12-05,2020-12-19,14,13,43,12,26,3,931.[phone],791.605,2793.9,419.[phone]
SO - 0007883,Distributor,2020-12-05,2020-12-14,9,23,44,183,5,8,3872.6,3020.628,30980.8,6815.[phone]
SO - 0007884,In-Store,2020-12-06,2020-12-28,22,3,30,200,11,6,6123.8,3123.138,31463.2,10571.54475
SO - 0007885,Online,2020-12-06,2020-12-18,12,15,13,282,18,2,3966.4,1745.[phone],7932.8,4442.368
SO - 0007886,In-Store,2020-12-06,2020-12-13,7,2,18,346,27,2,227.8,136.68,455.6,182.24
SO - 0007887,In-Store,2020-12-06,2021-01-01,26,1,24,26,28,5,3966.4,2062.[phone],19832.0,9519.[phone]
SO - 0007888,Online,2020-12-06,2020-12-31,25,15,39,61,20,3,6425.3,3948.[phone],19275.9,3662.[phone]
SO - 0007889,In-Store,2020-12-06,2020-12-23,17,8,47,49,5,7,5051.8,3081.598,31463.2,10571.54475
SO - 0007890,Wholesale,2020-12-06,2020-12-31,25,27,36,154,35,2,1313.2,866.[phone],2626.4,892.[phone]
SO - 0007891,In-Store,2020-12-06,2020-12-27,21,1,19,67,8,2,904.5,506.[phone],1809.0,795.[phone]
SO - 0007892,Online,2020-12-06,2020-12-30,24,19,20,168,26,1,2740.3,1671.583,2740.3,1068.717
SO - 0007893,Online,2020-12-07,2021-01-07,31,14,21,232,19,8,1989.9,1373.031,15919.2,4934.[phone]
SO - 0007894,Online,2020-12-07,2021-01-05,29,14,29,20,7,2,1125.[phone],866.[phone],2251.[phone],517.[phone]
SO - 0007895,In-Store,2020-12-07,2021-01-07,31,2,12,44,27,8,3571.1,2499.77,28568.8,8570.64
SO - 0007896,Wholesale,2020-12-07,2020-12-30,23,28,40,135,1,8,2257.9,1716.[phone],18063.2,4335.168
SO - 0007897,Online,2020-12-07,2020-12-28,21,19,35,359,17,4,2237.8,1230.[phone],8951.2,4028.04
SO - 0007898,Distributor,2020-12-07,2020-12-20,13,22,32,14,19,4,261.3,104.[phone],1045.2,627.12
SO - 0007899,In-Store,2020-12-07,2020-12-29,22,3,23,138,24,7,6090.3,3532.374,31463.2,10571.54475
SO - 0007900,Online,2020-12-07,2020-12-22,15,14,48,88,7,5,2224.4,1557.08,11122.0,3336.[phone]
SO - 0007901,Online,2020-12-08,2021-01-11,34,18,40,260,18,3,2318.[phone],1414.102,6954.6,2712.294
SO - 0007902,Distributor,2020-12-08,2020-12-19,11,23,37,19,23,7,5299.7,3444.805,31463.2,10571.54475
SO - 0007903,In-Store,2020-12-08,2020-12-18,10,11,12,356,3,8,2680.0,1474.[phone],21440.0,9647.[phone]
SO - 0007904,Online,2020-12-08,2020-12-19,11,15,38,299,16,3,187.6,123.816,562.8,191.[phone]
SO - 0007905,In-Store,2020-12-08,2020-12-23,15,3,14,59,23,8,1688.4,1418.256,13507.2,2161.152
SO - 0007906,In-Store,2020-12-08,2020-12-21,13,2,50,147,17,5,6478.[phone],3948.[phone],31463.2,10366.[phone]
SO - 0007907,In-Store,2020-12-08,2021-01-09,32,1,33,13,4,6,3289.[phone],2204.099,19738.2,6513.606
SO - 0007908,Wholesale,2020-12-08,2020-12-31,23,25,11,186,28,5,268.0,174.[phone],1340.0,468.[phone]
SO - 0007909,Online,2020-12-08,2020-12-25,17,13,3,244,47,7,207.[phone],176.[phone],1453.9,218.[phone]
SO - 0007910,Wholesale,2020-12-09,2020-12-27,18,27,22,155,8,5,676.7,541.36,3383.5,676.[phone]
SO - 0007911,Distributor,2020-12-09,2020-12-28,19,23,9,238,46,8,6324.8,2719.664,31463.2,10571.54475
SO - 0007912,In-Store,2020-12-09,2020-12-31,22,6,12,333,10,6,2324.9,1441.438,13949.[phone],5300.[phone]
SO - 0007913,Online,2020-12-09,2020-12-21,12,18,26,363,18,7,3798.9,1937.439,26592.3,10571.54475
SO - 0007914,In-Store,2020-12-09,2020-12-26,17,3,39,37,23,4,1708.5,854.25,6834.0,3417.0
SO - 0007915,Online,2020-12-09,2020-12-28,19,13,18,328,38,4,1038.5,872.[phone],4154.0,664.[phone]
SO - 0007916,Online,2020-12-09,2021-01-14,36,13,22,209,33,3,180.9,110.349,542.7,211.[phone]
SO - 0007917,Online,2020-12-09,2021-01-12,34,19,41,23,22,7,3899.4,2807.[phone],27295.8,7642.[phone]
SO - 0007918,In-Store,2020-12-09,2020-12-25,16,6,14,360,46,4,1051.9,831.[phone],4207.6,883.596
SO - 0007919,Wholesale,2020-12-09,2020-12-26,17,27,41,77,19,8,254.6,145.[phone],2036.8,875.[phone]
SO - 0007920,Distributor,2020-12-09,2020-12-21,12,21,18,366,45,1,2412.0,1640.16,2412.0,771.[phone]
SO - 0007921,Distributor,2020-12-09,2020-12-22,13,23,24,332,35,6,6050.1,3509.058,31463.2,10571.54475
SO - 0007922,Distributor,2020-12-09,2021-01-11,33,23,12,111,7,1,1078.7,744.303,1078.7,334.[phone]
SO - 0007923,In-Store,2020-12-10,2021-01-08,29,4,19,348,2,5,1078.7,679.581,5393.5,1995.[phone]
SO - 0007924,Online,2020-12-10,2021-01-08,29,15,39,346,39,8,268.0,217.08,2144.0,407.[phone]
SO - 0007925,Online,2020-12-10,2021-01-11,32,20,12,313,5,4,2479.0,1760.09,9916.0,2875.[phone]
SO - 0007926,Distributor,2020-12-10,2020-12-28,18,21,14,139,23,6,227.8,164.016,1366.[phone],382.[phone]
SO - 0007927,Online,2020-12-10,2021-01-06,27,20,29,79,4,6,6385.1,3948.[phone],31463.2,7662.[phone]
SO - 0007928,Distributor,2020-12-11,2020-12-21,10,22,19,327,33,4,3865.9,2280.881,15463.6,6340.[phone]
SO - 0007929,In-Store,2020-12-11,2020-12-24,13,3,3,364,29,4,3752.0,2363.76,15008.0,5552.[phone]
SO - 0007930,In-Store,2020-12-11,2021-01-04,24,8,15,93,35,3,1045.2,512.148,3135.[phone],1599.[phone]
SO - 0007931,In-Store,2020-12-12,2020-12-29,17,9,19,350,5,8,951.4,694.[phone],7611.2,2055.[phone]
SO - 0007932,Distributor,2020-12-12,2020-12-26,14,20,32,310,25,6,268.0,219.76,1608.0,289.[phone]
SO - 0007933,In-Store,2020-12-12,2021-01-03,22,7,25,322,37,1,2405.3,1058.332,2405.3,1346.968
SO - 0007934,In-Store,2020-12-12,2020-12-30,18,4,19,214,26,6,991.6,614.792,5949.6,2260.848
SO - 0007935,Wholesale,2020-12-12,2020-12-30,18,26,3,92,2,1,2010.0,1688.[phone],2010.0,321.[phone]
SO - 0007936,Online,2020-12-12,2020-12-28,16,15,2,125,47,1,971.5,524.61,971.5,446.89
SO - 0007937,Online,2020-12-13,2021-01-17,35,12,17,175,41,6,5065.2,3948.[phone],30391.[phone],5774.[phone]
SO - 0007938,In-Store,2020-12-13,2021-01-09,27,5,6,286,9,2,2539.3,1371.[phone],5078.6,2336.156
SO - 0007939,In-Store,2020-12-13,2020-12-22,9,12,23,344,37,5,1118.9,447.[phone],5594.5,3356.7
SO - 0007940,Online,2020-12-13,2021-01-09,27,13,16,258,46,2,3839.1,2956.107,7678.2,1765.[phone]
SO - 0007941,Online,2020-12-13,2021-01-11,29,18,15,137,23,5,6070.2,3948.[phone],30351.0,9105.[phone]
SO - 0007942,Distributor,2020-12-13,2021-01-03,21,25,3,146,36,5,1125.[phone],720.[phone],5628.[phone],2026.[phone]
SO - 0007943,Online,2020-12-13,2020-12-25,12,18,22,149,44,6,1005.0,492.45,6030.0,3075.3
SO - 0007944,In-Store,2020-12-13,2021-01-10,28,5,12,208,13,7,3819.0,1565.79,26733.0,10571.54475
SO - 0007945,Online,2020-12-13,2020-12-31,18,19,10,82,31,6,2559.4,1970.738,15356.[phone],3531.[phone]
SO - 0007946,In-Store,2020-12-14,2021-01-05,22,12,27,287,19,7,1286.4,990.[phone],9004.[phone],2071.[phone]
SO - 0007947,In-Store,2020-12-14,2021-01-07,24,10,28,254,37,1,221.1,110.55,247.9,110.55
SO - 0007948,In-Store,2020-12-14,2020-12-20,6,10,20,235,23,3,978.2,606.484,2934.[phone],1115.[phone]
SO - 0007949,In-Store,2020-12-14,2020-12-27,13,11,16,169,36,7,207.[phone],99.696,1453.9,756.[phone]
SO - 0007950,Distributor,2020-12-14,2021-01-12,29,23,33,350,46,3,670.0,529.[phone],2010.0,422.[phone]
SO - 0007951,Distributor,2020-12-14,2021-01-08,25,22,3,293,31,8,167.5,135.675,1340.0,254.[phone]
SO - 0007952,Online,2020-12-14,2021-01-10,27,12,22,266,17,4,180.9,92.259,723.6,354.564
SO - 0007953,In-Store,2020-12-14,2021-01-07,24,5,42,88,2,5,2345.0,1782.2,11725.0,2814.0
SO - 0007954,Online,2020-12-14,2021-01-02,19,12,30,273,39,4,1038.5,706.[phone],4154.0,1329.[phone]
SO - 0007955,In-Store,2020-12-14,2020-12-23,9,4,3,101,15,8,174.[phone],89.311,1393.[phone],710.[phone]
SO - 0007956,Distributor,2020-12-14,2021-01-15,32,23,16,361,2,7,877.7,737.268,6143.[phone],983.[phone]
SO - 0007957,Distributor,2020-12-14,2020-12-28,14,22,40,240,10,7,1118.9,469.[phone],7832.[phone],4542.734
SO - 0007958,Online,2020-12-15,2021-01-17,33,19,3,75,40,6,187.6,148.204,1125.6,236.[phone]
SO - 0007959,Online,2020-12-15,2021-01-06,22,18,48,19,39,8,2378.5,1522.24,19028.0,6850.08
SO - 0007960,In-Store,2020-12-15,2020-12-31,16,2,7,161,45,2,984.9,837.165,1969.8,295.47
SO - 0007961,In-Store,2020-12-15,2021-01-06,22,7,6,63,17,7,1976.5,948.[phone],13835.5,7194.[phone]
SO - 0007962,Distributor,2020-12-15,2021-01-20,36,25,3,82,43,2,3886.0,1748.7,7772.0,4274.6
SO - 0007963,Online,2020-12-15,2020-12-29,14,12,10,187,24,3,214.4,105.056,643.2,328.[phone]
SO - 0007964,Online,2020-12-16,2021-01-01,16,16,41,281,33,2,1802.3,1477.886,3604.6,648.828
SO - 0007965,In-Store,2020-12-16,2021-01-15,30,7,48,131,3,2,5849.1,3948.[phone],11698.2,3041.[phone]
SO - 0007966,Online,2020-12-16,2021-01-17,32,17,50,161,14,3,938.0,637.84,2814.0,900.48
SO - 0007967,In-Store,2020-12-16,2021-01-04,19,7,12,297,11,3,1882.7,997.[phone],5648.1,2654.607
SO - 0007968,In-Store,2020-12-16,2020-12-24,8,9,23,102,10,6,3926.[phone],1923.[phone],23557.2,10571.54475
SO - 0007969,Online,2020-12-16,2021-01-13,28,17,13,296,37,5,1876.0,1331.96,9380.0,2720.2
SO - 0007970,In-Store,2020-12-17,2020-12-22,5,1,43,132,29,5,3993.[phone],2954.[phone],19966.0,5191.[phone]
SO - 0007971,Distributor,2020-12-17,2020-12-26,9,25,32,177,43,2,6472.2,3948.[phone],12944.4,4918.872
SO - 0007972,In-Store,2020-12-17,2021-01-16,30,1,25,81,12,4,3912.8,1839.016,15651.2,8295.136
SO - 0007973,Wholesale,2020-12-17,2021-01-19,33,27,29,135,26,5,5386.8,2908.[phone],26934.0,10571.54475
SO - 0007974,Online,2020-12-17,2020-12-26,9,19,38,282,44,6,730.[phone],460.[phone],4381.8,1621.[phone]
SO - 0007975,In-Store,2020-12-17,2021-01-03,17,2,33,86,17,3,2264.6,1471.99,6793.[phone],2377.[phone]
SO - 0007976,Online,2020-12-17,2021-01-20,34,13,29,98,5,7,984.9,482.601,6894.3,3516.[phone]
SO - 0007977,Wholesale,2020-12-17,2021-01-03,17,26,10,211,38,6,2854.[phone],2197.[phone],17125.2,3938.[phone]
SO - 0007978,In-Store,2020-12-17,2020-12-27,10,9,34,133,45,8,268.0,160.[phone],2144.0,857.[phone]
SO - 0007979,Distributor,2020-12-17,2021-01-19,33,21,44,17,5,3,6398.5,3948.[phone],19195.5,5566.[phone]
SO - 0007980,Wholesale,2020-12-17,2020-12-26,9,26,13,106,26,5,3597.9,1726.992,17989.5,9354.54
SO - 0007981,In-Store,2020-12-17,2021-01-20,34,8,20,136,27,3,4020.0,3135.6,12060.0,2653.[phone]
SO - 0007982,In-Store,2020-12-18,2020-12-26,8,7,26,234,35,1,2586.[phone],1784.478,2586.[phone],801.[phone]
SO - 0007983,In-Store,2020-12-18,2021-01-12,25,9,8,182,43,4,1065.3,617.[phone],4261.2,1789.[phone]
SO - 0007984,In-Store,2020-12-18,2021-01-14,27,7,13,140,1,3,3899.4,1949.7,11698.2,5849.1
SO - 0007985,In-Store,2020-12-18,2020-12-24,6,11,7,16,37,7,884.4,512.952,6190.8,2600.[phone]
SO - 0007986,Distributor,2020-12-18,2021-01-03,16,21,18,11,20,7,1132.3,532.[phone],7926.[phone],4200.[phone]
SO - 0007987,In-Store,2020-12-18,2021-01-16,29,11,42,119,4,1,2425.4,1479.494,2425.4,945.[phone]
SO - 0007988,Distributor,2020-12-18,2021-01-20,33,21,41,41,5,8,221.1,145.[phone],1768.8,601.[phone]
SO - 0007989,In-Store,2020-12-19,2021-01-11,23,7,36,162,2,1,1005.0,422.[phone],1005.0,582.[phone]
SO - 0007990,Online,2020-12-19,2021-01-11,23,19,47,116,18,5,3993.[phone],2395.92,19966.0,7986.4
SO - 0007991,Online,2020-12-19,2021-01-05,17,16,13,104,15,1,3906.1,1874.[phone],3906.1,2031.172
SO - 0007992,Online,2020-12-19,2021-01-05,17,15,18,18,11,7,1983.2,1566.728,13882.4,2915.[phone]
SO - 0007993,In-Store,2020-12-19,2021-01-09,21,3,3,155,17,8,1005.0,472.[phone],8040.0,4261.[phone]
SO - 0007994,Online,2020-12-20,2021-01-10,21,15,23,86,25,7,1742.0,975.[phone],12194.0,5365.36
SO - 0007995,Online,2020-12-20,2021-01-10,21,19,18,73,35,7,964.[phone],781.488,6753.6,1283.[phone]
SO - 0007996,In-Store,2020-12-20,2021-01-01,12,6,14,194,28,8,991.6,644.[phone],7932.8,2776.[phone]
SO - 0007997,In-Store,2020-12-20,2021-01-10,21,4,42,202,22,7,3993.[phone],2875.[phone],27952.4,7826.[phone]
SO - 0007998,Online,2020-12-20,2021-01-20,31,18,30,146,40,1,2633.1,1158.564,2633.1,1474.[phone]
SO - 0007999,In-Store,2020-12-20,2021-01-01,12,5,35,113,8,6,777.2,606.216,4663.[phone],1025.[phone]
SO - 0008000,Online,2020-12-20,2021-01-21,32,16,13,242,20,8,2546.0,1731.[phone],20368.0,6517.[phone]
SO - 0008001,Online,2020-12-20,2021-01-13,24,18,11,22,2,8,167.5,89.311,1340.0,763.8
SO - 0008002,Online,2020-12-20,2021-01-21,32,15,38,155,15,5,3551.0,2308.15,17755.0,6214.25
SO - 0008003,Online,2020-12-20,2021-01-03,14,19,31,303,26,4,5152.3,2112.[phone],20609.2,10571.54475
SO - 0008004,Distributor,2020-12-21,2021-01-23,33,23,26,217,16,4,911.2,583.168,3644.8,1312.[phone]
SO - 0008005,Wholesale,2020-12-21,2020-12-31,10,26,29,19,21,8,2847.5,1395.[phone],22780.0,10571.54475
SO - 0008006,Distributor,2020-12-21,2021-01-19,29,20,29,116,41,3,3825.[phone],3251.[phone],11477.1,1721.[phone]
SO - 0008007,Wholesale,2020-12-21,2021-01-14,24,26,38,288,37,7,3953.0,2688.[phone],27671.0,8854.[phone]
SO - 0008008,Distributor,2020-12-21,2021-01-14,24,21,25,16,7,5,6210.[phone],3540.213,31054.[phone],10571.54475
SO - 0008009,Online,2020-12-21,2021-01-18,28,12,31,349,29,2,1896.[phone],1611.[phone],3792.[phone],568.[phone]
SO - 0008010,Online,2020-12-21,2021-01-06,16,19,36,45,38,6,3912.8,2856.344,23476.[phone],6338.[phone]
SO - 0008011,Wholesale,2020-12-21,2021-01-21,31,26,36,42,38,7,227.8,127.[phone],1594.[phone],701.624
SO - 0008012,In-Store,2020-12-21,2021-01-02,12,11,38,19,35,1,1802.3,1117.426,1802.3,684.874
